v1,v2,v3,v4,v5,v6,v7,v8,v9,r
-6.595422165466888,1,-0.5801895206637164,-13,0,,-5,-18,7,0
-1.2175072900375323,1,0.21176470752460594,-3,0,13.0,3,0,5,1
-6.8150599163755246,0,1.9189731842026827,-7,0,0.0,-6,-14,11,1
-2.1513763764118368,1,1.4439160912823774,0,1,0.0,1,1,7,1
6.0,0,6.791880120167574,10,1,0.0,6,15,9,1
-7.855062106978405,0,-0.11723007374062089,-13,1,0.0,-9,-21,7,1
0.6641649513293834,0,-2.093438188275924,-3,0,0.0,-1,-3,8,1
0.18302201750343597,1,-1.6173688105437143,-1,1,0.0,-3,-3,11,1
-0.5381659750202948,0,-3.771423468710319,-2,0,0.0,-1,-2,5,1
5.0,1,5.69883267930844,9,1,0.0,3,12,5,0
5.0,0,7.001267414537513,1,0,0.0,2,2,10,1
0.2632081104129677,1,-1.4501800761275103,5,1,,-3,3,11,1
5.0,1,5.810133019095475,1,1,0.0,2,4,8,0
6.0,1,6.33122505212973,2,0,0.0,2,5,6,0
-7.939495471396234,0,7.355845324662853,-13,0,0.0,-9,-21,10,0
5.0,1,5.886962170606313,9,1,0.0,5,13,11,1
-6.844379059065348,0,-0.03151919885282517,-4,0,0.0,-9,-12,8,1
0.26990429969183516,0,-1.2469240906153303,0,0,3.0,-3,-4,10,1
1.3302593601202073,0,0.1298402167131272,-1,0,46.0,3,1,8,0
-6.56965075455401,0,-1.0309677926685143,-11,0,0.0,-11,-23,5,1
-7.667614487817516,0,8.207028366490242,-6,0,0.0,-6,-11,7,0
1.838329160849801,0,1.9838857079296983,1,1,,1,1,13,0
-0.11489854108045826,0,-3.159918408129887,-4,0,0.0,-3,-8,8,1
6.0,0,7.120995078267737,0,0,0.0,3,2,8,0
-0.591836067575261,0,1.3689422736330048,-2,1,3.0,1,-2,11,0
5.0,0,6.533192856550256,0,1,0.0,4,4,12,0
5.0,1,5.011263047167165,10,1,0.0,2,11,4,0
-1.9000900011534216,1,1.2169545237078907,5,0,5.0,-2,2,8,1
6.0,0,6.911150355257182,7,0,,6,13,7,1
5.0,1,5.099602477403223,6,1,0.0,3,8,8,0
6.0,0,6.013955260438532,9,0,0.0,5,13,8,1
5.0,1,6.743541683713895,5,1,0.0,5,11,10,1
0.05721366845061777,0,2.0347724281420754,0,0,,-2,-1,10,0
1.5070129571582238,1,0.3758622001488855,-5,1,28.0,2,-2,8,1
-0.7773762190791738,1,-4.232344264455729,-3,0,0.0,0,-2,10,0
-6.124768850910569,0,-1.4810719472373677,-6,0,0.0,-11,-18,4,0
-0.5866803036952123,1,-2.3240265903833675,5,1,0.0,1,7,16,0
-7.999827093780989,0,2.2733244302106916,-6,0,0.0,-9,-15,9,1
-6.881666822953148,0,-0.9654812595574818,-8,0,0.0,-7,-15,10,0
6.0,1,5.855232662574259,6,1,,5,10,6,0
6.0,1,6.5543159208171256,0,1,0.0,2,1,8,0
6.0,1,6.26999225672589,2,1,0.0,6,7,8,0
-6.8181768114977634,0,3.2160703200070584,-5,0,0.0,-7,-11,9,1
6.0,0,5.923509796748981,5,1,0.0,3,7,11,0
-7.143172609262803,1,-0.6859296150213705,-6,1,0.0,-5,-11,10,0
6.0,0,7.016433591191529,2,0,0.0,8,10,7,1
-7.545382364342783,0,0.10844079149588826,-7,0,0.0,-9,-16,7,1
0.4244635720025839,0,0.6022644598147175,0,1,,0,1,10,1
0.5640331257167411,0,-3.3872541914077057,3,0,,0,2,6,1
-0.8565191737121401,0,-3.6078346463738833,1,0,0.0,1,3,7,1
6.0,1,5.573144576367574,8,0,,8,16,3,1
6.0,1,5.464440867274979,7,1,,3,11,10,1
-0.8294981588496244,0,-1.2832886453065315,0,0,0.0,-3,-3,6,1
-3.5137333403425153,1,-2.9456760936832804,-4,1,0.0,-8,-11,6,0
-0.7119135615783915,0,2.1102225014799747,-5,0,0.0,-3,-9,4,1
-7.449159731818396,0,-0.5263675545457147,-4,0,0.0,-8,-12,7,0
6.0,0,4.962082622004896,3,1,,5,9,8,0
-4.789552289269183,0,-3.1969578105530934,-11,0,0.0,-8,-18,11,0
5.0,0,5.070691854462105,8,0,0.0,7,14,8,1
-0.022127764352163126,1,-7.963474845036793,-8,1,0.0,-8,-16,9,0
6.0,1,7.589174246747803,7,0,0.0,2,8,9,0
5.0,1,6.494665255373698,2,0,0.0,7,9,4,0
-7.690718724118016,1,0.054551262054640226,-3,0,0.0,-7,-11,10,0
0.9637910840566901,1,-2.537509883564969,-4,1,0.0,-1,-4,9,0
-7.833533891712721,1,0.076346575509743,-7,1,0.0,-6,-14,8,0
-5.704683390882954,0,-1.5006839950194646,-7,0,0.0,-10,-16,6,0
6.0,1,7.4762985878675705,1,1,0.0,4,5,4,0
6.0,0,6.354793766115549,6,0,,4,9,10,1
-0.17398043790962203,1,3.2515494249056363,3,1,0.0,0,3,9,1
-7.481567788030513,1,0.07068473603539971,-8,1,,-11,-20,7,1
5.0,0,5.85249033322487,1,0,,6,7,4,0
6.0,0,6.453044162907019,4,0,0.0,2,7,6,0
-5.098634607156726,1,-2.8995810874067693,-12,0,0.0,-7,-20,8,0
0.6842993439231871,0,0.48657343026475786,1,0,23.0,1,3,7,1
-0.31268407541158805,1,-0.04850991467875324,-5,1,10.0,-1,-6,6,0
1.6388254821974004,0,2.288192016130539,-4,1,1.0,2,-3,8,1
-7.274095523897811,1,0.7962853727058601,-8,1,0.0,-11,-19,4,1
-0.9389431587592346,1,1.8847049461896572,-2,1,,0,-3,11,0
5.0,0,5.636913867718123,0,0,0.0,3,2,7,0
2.5918778583006814,1,2.742207434341175,-4,1,1.0,0,-3,4,1
5.0,1,8.366336776495427,0,1,0.0,2,2,3,0
-1.0979023540602744,0,-3.6404686931525068,1,0,0.0,2,2,9,0
-7.853151449492385,0,0.45192972212701665,-5,0,0.0,-5,-10,9,1
6.0,1,8.24516170195189,8,1,,6,14,6,0
5.0,1,4.145096097691231,1,1,0.0,4,6,5,0
6.0,1,6.999787581714414,0,1,0.0,3,4,7,1
-0.4339630244136976,1,-3.169464865445325,-1,1,0.0,0,-1,10,0
0.37730596769635005,0,0.6796765514891944,-2,1,14.0,-2,-3,12,0
-7.004429416807969,1,0.280097570323794,-11,0,,-8,-20,7,0
-7.70749009804567,0,-0.09658220058751166,-9,0,2.0,-10,-20,11,1
-7.840328996956109,1,1.1431107003285161,-3,1,0.0,-11,-14,4,0
-1.5169050386538496,1,-2.7028002789689882,3,0,0.0,-3,-1,12,0
-7.946746505078543,0,0.3764906978659992,-5,1,0.0,-9,-14,8,0
1.370988733155705,0,0.18720117588198115,-3,0,30.0,2,-1,8,1
0.27339181818035335,0,1.4959458923036986,-2,1,7.0,-1,-2,6,1
-1.6077103145565776,1,2.8085170786175606,1,0,0.0,2,3,7,1
-7.999928751813456,1,0.28734657203133107,-11,1,,-7,-19,9,1
-2.403427985196612,0,0.21492830898543924,0,0,5.0,-1,-1,6,1
-1.59589627311019,0,0.786338923217442,4,0,,0,5,9,0
0.04489193691048029,0,2.28668788482985,-4,1,1.0,1,-2,6,1
-0.685513146732371,0,2.412199851221576,-4,0,0.0,2,-3,7,1
0.31290487272198836,1,-3.2898956990903736,1,0,,0,0,6,0
6.0,0,6.952546463121318,0,0,0.0,6,5,4,1
5.0,1,5.7810878813760755,8,0,0.0,8,17,7,1
5.0,1,6.571922522646372,2,1,0.0,3,4,8,1
-0.6405371887889552,0,-3.927252690804464,0,0,0.0,-3,-4,9,1
-6.8357064839156925,0,2.040214941339057,-10,0,0.0,-5,-16,8,0
-7.702688230325048,1,-0.03281562763203283,-11,1,1.0,-10,-22,7,1
6.0,0,5.679167350400644,0,1,0.0,4,4,8,0
-1.0152619948980084,0,1.2053415273346517,-1,0,4.0,3,3,8,1
-0.7128946594082137,1,1.0136083376964142,-5,1,3.0,-3,-9,7,1
-0.3637375011257383,1,-0.7840167415064471,5,0,10.0,-1,4,5,0
-1.2283445604103473,1,-1.9737299162530102,-5,1,0.0,3,-1,9,1
-7.023084120853513,1,-0.8639507196760237,-13,0,0.0,-8,-22,10,0
5.0,0,6.209511370128358,5,0,0.0,7,11,10,1
1.206268527340153,0,-1.7155548599101273,2,1,0.0,-2,0,8,0
-6.491662979377612,1,-0.5223958316135242,-12,1,,-5,-16,8,0
6.0,1,5.669200861634451,2,0,0.0,2,5,7,0
-7.781370790103439,0,7.347566356756637,-9,0,0.0,-10,-19,4,1
-7.981138126929208,0,0.15924702658998857,-6,1,,-5,-11,8,0
6.0,0,6.978717651553203,0,0,0.0,5,4,12,0
0.3734803544168184,1,1.0680842361735112,3,1,26.0,0,3,6,1
-7.305410661871372,0,-0.31106448795648767,-5,0,0.0,-6,-10,6,0
0.11984612984089307,1,-0.40366003102030207,2,1,21.0,2,3,6,0
-7.6545473343400365,1,0.22379382409655868,-9,1,0.0,-11,-21,7,1
0.4061486634352454,0,1.1315287428121077,5,1,19.0,-2,2,6,1
-1.8795584722203484,1,0.987521436007067,4,1,7.0,3,8,7,0
-2.0716938752732226,1,0.4616815530246635,4,1,9.0,2,6,8,1
-0.707506029792819,0,3.5706912329352134,2,0,0.0,-1,0,9,1
-6.496671347175724,1,-0.05551015899307643,-12,1,1.0,-5,-16,6,0
0.1573042645810997,1,2.499423613259963,-4,0,0.0,2,-3,9,1
-5.001517687302803,1,-2.465916583577987,-13,1,0.0,-6,-19,9,1
6.0,1,5.1381357594942765,1,0,0.0,7,9,11,0
-7.943873998257837,1,0.6853311607432717,-10,1,,-7,-17,10,0
-7.998460813773162,0,0.37656928709235693,-10,0,,-6,-15,10,0
-7.806806722963439,1,4.111248610123918,-6,1,0.0,-6,-13,8,1
6.0,0,3.8795236072587302,2,1,0.0,5,6,8,0
0.8631994583054956,0,-0.14611604256450336,1,1,28.0,-3,-3,7,1
6.0,1,7.97523469130584,10,1,0.0,6,16,6,1
-7.828913067122748,1,0.18673694219328763,-3,0,,-8,-10,9,0
5.0,1,6.371192726657748,4,1,0.0,2,7,6,0
-7.957989272520135,0,0.33196171574957933,-8,1,,-8,-15,4,1
0.1301098893347577,1,-1.7767900784560238,-4,1,0.0,-3,-6,9,0
6.0,1,7.596764560297998,5,1,0.0,3,7,7,0
5.0,1,5.394892896891854,5,1,0.0,7,11,9,0
5.0,1,7.306544909522873,1,1,,7,9,9,0
-4.871927221376582,1,-2.93909118718571,-9,1,0.0,-7,-17,10,0
5.0,1,6.7230433242450305,9,1,0.0,2,12,9,1
0.8617369123694082,1,-2.0818010436736882,1,1,0.0,-2,-2,7,0
-0.7720768588679194,1,-1.9526746442135179,5,0,,2,6,6,0
5.0,0,6.292735117548795,0,0,0.0,2,2,5,0
-7.986837096745239,0,-0.01082996062307462,-8,0,,-7,-16,7,0
-7.996491698782087,0,5.4562666316082185,-6,0,0.0,-11,-17,8,1
-0.662044290661887,1,-0.14755500375068453,-1,1,9.0,0,0,9,1
-7.9752647136826695,1,0.19472193166556195,-10,1,1.0,-9,-18,12,1
-7.980387622654702,1,0.2638178183860713,-6,1,2.0,-5,-11,8,0
-7.815307419370203,1,0.10961237732273599,-4,1,0.0,-8,-11,10,1
-1.0892290095367936,0,0.9103501843469076,-3,1,7.0,3,0,7,1
1.0138367334185354,1,-1.8204692602856039,1,1,0.0,1,1,10,0
-0.8263809351657696,0,2.462204030049191,0,0,0.0,-2,-3,6,1
6.0,0,6.569259100505253,8,1,0.0,7,14,3,1
5.0,1,6.0118067946050955,5,1,0.0,8,14,9,1
-0.46808066565292494,1,0.6708832314280769,5,0,,2,6,5,0
-0.5847294578563932,0,-3.797461429093429,-2,1,0.0,1,0,8,1
0.27357531884070574,0,0.5099609239651091,-5,0,18.0,-2,-7,8,0
5.0,1,6.224363406530786,8,1,0.0,3,11,7,1
-0.9221672589766452,1,1.1367240473970028,-3,1,6.0,0,-2,7,0
0.3805613445796547,0,0.5412371453433128,5,0,41.0,-2,2,8,1
6.0,1,5.686775380340952,1,1,,2,2,11,1
-5.870734204198095,0,-1.8289032458434242,-6,0,0.0,-11,-16,5,0
6.0,1,5.908734866728104,9,1,0.0,7,17,6,1
1.945214783873265,1,1.2719667097244283,-5,1,,-1,-7,7,1
-0.01979929325021386,0,-0.8171920598604463,-5,0,2.0,-2,-8,6,1
-4.487401178037181,0,-2.696378730112764,-7,0,0.0,-5,-13,8,0
5.0,0,4.706635346908901,0,0,0.0,8,9,13,0
-7.52036824105752,0,-0.17542747181930274,-11,0,0.0,-5,-15,9,0
-7.301783468058632,0,-0.5808681440972636,-8,1,,-8,-16,9,1
-7.8959992728752155,1,0.09150066067602225,-3,1,0.0,-6,-9,11,0
-5.741435132255176,1,3.137387937764063,-7,1,0.0,-8,-15,4,1
-0.022016602294725105,1,-2.3989795802283096,-1,1,0.0,-2,-2,2,0
5.0,0,5.563807358282026,0,0,0.0,3,4,8,0
-7.9855159378927585,1,0.27691040806328715,-10,1,0.0,-6,-15,6,0
6.0,0,4.9270546860802815,5,0,0.0,2,8,6,0
6.0,0,5.063718004606876,10,0,0.0,3,12,10,1
-7.981309490638143,0,0.36067212148100936,-8,1,0.0,-10,-18,13,1
1.1313620695436797,1,1.6009098833804378,-3,1,9.0,2,-1,7,0
0.28901987350447306,1,2.1448106303182786,1,1,,-3,-1,7,1
1.754141423198167,1,0.39498226058432356,3,1,70.0,0,3,8,0
-1.0848803286340662,0,-0.0984775860673856,-3,0,4.0,-3,-5,5,0
5.0,1,8.00652386870347,7,1,0.0,3,11,7,1
-0.19047603366147994,0,1.1130040765076379,-3,1,13.0,-2,-4,9,1
-7.9396222442092785,0,-0.057662405660426685,-8,1,0.0,-6,-14,11,0
6.0,0,6.754554933440853,1,0,0.0,8,10,7,1
0.8718876287523005,0,0.035829583432188034,0,1,30.0,-1,0,7,1
5.0,1,6.158498770887118,0,1,0.0,7,8,6,0
5.0,1,5.625869335365091,3,0,0.0,6,8,11,0
6.0,1,7.3540600147622674,6,1,0.0,2,8,9,0
-6.878920782237209,1,-1.0031219906998494,-12,1,0.0,-11,-23,8,0
-6.708108188875455,1,-0.8909436796633052,-6,1,1.0,-8,-13,10,0
-7.1944594505643815,1,-0.6506790002493803,-9,0,0.0,-10,-20,7,1
0.6039623719705757,0,0.8007498343489783,0,0,30.0,3,4,8,1
6.0,1,7.127888557052556,2,0,,8,10,10,0
2.209933819443077,1,2.4849247127462504,-2,1,2.0,-2,-5,8,1
-7.580483499853722,0,2.604609751931646,-8,1,0.0,-11,-18,7,1
-7.93182082988899,1,2.3328208829942323,-9,0,0.0,-5,-14,9,0
-0.7807226828894602,1,0.36061861512634263,-5,1,,-1,-6,3,0
-0.35242730640979464,1,0.7611175076093786,-4,1,7.0,1,-3,8,1
-5.947570359102321,0,-1.7985881425407575,-6,0,0.0,-9,-16,5,0
5.0,1,6.8316795766719665,7,1,,4,11,5,1
-7.982145182024226,1,0.0473378254642558,-11,1,0.0,-6,-16,11,0
-7.691170409585854,0,0.4722938858557466,-11,0,1.0,-8,-19,7,1
0.7132581272823387,0,4.257922949735474,4,0,0.0,-2,3,6,1
5.0,1,7.499852159268953,1,0,0.0,5,6,7,0
-0.3188535051081303,0,-1.1401752696604373,1,0,1.0,0,1,10,0
-7.955466908794176,0,-0.0245299567340167,-13,0,,-6,-20,6,0
-2.790929960165161,1,-4.760498168593314,-10,1,,-7,-17,7,0
0.17402601483932734,1,2.240455604827136,4,1,1.0,2,6,6,0
-7.981544186715085,0,0.25188006376881233,-9,1,,-7,-16,10,0
-0.7417334222551423,1,4.557846339650237,-4,1,0.0,-1,-4,7,1
-4.792828395583135,1,-0.5854941010203198,-10,1,1.0,-9,-19,5,0
6.0,0,6.392487241064692,1,0,0.0,5,5,8,1
6.0,1,7.370788256819724,8,1,,5,12,12,1
-0.07162855463227667,0,2.377185304919953,1,0,0.0,0,2,12,1
6.0,0,6.392902036114833,3,1,0.0,8,11,8,1
-7.175428335763659,1,1.8532338976118847,-10,0,,-6,-15,8,0
5.0,0,5.573452453151413,0,0,0.0,3,3,7,0
6.0,0,5.806176019680314,5,0,0.0,2,6,12,0
-6.886123278870118,1,-0.8203338778989355,-10,1,0.0,-5,-15,9,0
1.1579599866132908,0,1.0383439445667615,-4,0,20.0,-2,-5,12,1
0.2390868242184739,0,1.239405209818644,-3,1,5.0,3,0,6,1
-0.2136461481278342,0,-1.9850327356557416,1,1,0.0,-2,0,8,0
6.0,0,7.608071381016091,3,1,0.0,4,8,5,0
-0.004674256244450472,0,0.8592207400995735,-1,0,14.0,-2,-2,7,1
-7.158865214919053,1,-0.40308988782339483,-7,1,0.0,-7,-13,7,0
5.0,1,7.473093165043332,6,1,0.0,8,14,10,0
5.0,1,5.538343593593812,3,1,0.0,6,9,5,0
-7.0022683729295165,1,-0.44513047532381034,-9,0,0.0,-8,-16,8,0
6.0,1,7.182017620374063,4,1,0.0,8,11,9,0
-6.904886814255764,1,-0.8828834272626533,-13,1,0.0,-7,-20,9,1
-6.260515527721322,0,-1.5428762733701449,-9,0,0.0,-5,-13,8,0
-5.92953609664689,1,-1.126908028949412,-7,1,0.0,-10,-18,9,1
-1.7639431538214125,0,0.6481396622186606,2,0,4.0,-3,0,9,1
6.0,1,6.10300058780548,7,1,0.0,2,8,6,0
5.0,1,6.476050024767557,5,1,0.0,3,9,8,0
6.0,1,5.163880175865393,7,1,0.0,5,11,5,0
-7.325401796950844,0,2.3564823444174596,-13,1,0.0,-7,-19,7,1
-7.738843204002888,1,-0.1692296339476016,-5,1,0.0,-6,-10,3,0
-7.9568824030590575,0,0.40884685855915404,-9,0,0.0,-7,-15,7,1
-7.999698433719412,0,0.010392449069916765,-13,0,0.0,-6,-18,7,0
-1.10796618381108,1,2.698176669679729,2,1,0.0,1,4,5,0
5.0,0,6.185191955219621,6,0,0.0,6,11,13,1
-7.904802977796472,0,0.4259793214826262,-6,1,1.0,-11,-17,5,1
-7.346004786090373,1,-0.6074662308685399,-4,1,0.0,-5,-9,8,0
-0.34804041196603897,0,-1.1665003671275698,-5,0,,-2,-7,11,1
6.0,1,7.764836791254935,7,1,0.0,7,13,5,1
-0.8376449460249225,0,-0.36273846719943914,5,1,,2,8,12,1
6.0,1,5.666441431556654,10,1,0.0,3,13,7,1
-6.61551443311892,1,-0.17696303298798632,-5,0,1.0,-9,-15,9,1
0.9619713027919609,0,-5.754640320846561,-4,0,0.0,-2,-5,7,1
5.0,1,6.682063938626614,7,1,0.0,8,16,5,1
-0.6866500032205688,1,-0.5854090759906546,0,0,6.0,2,2,6,0
-7.970601627749214,0,0.05482341326720963,-13,0,0.0,-5,-17,7,0
-7.255026817294287,1,0.3892054685059785,-8,1,1.0,-10,-19,9,1
-7.759591478190664,0,-0.23745355431463988,-13,0,,-10,-22,7,1
-1.4578506710109915,1,-4.03353174269064,-3,1,0.0,3,0,9,0
0.11110088113923844,0,-5.179629318035138,-11,0,0.0,-11,-21,6,0
-0.619403769843653,1,1.5263695514235103,-5,1,4.0,2,-4,10,0
5.0,0,6.298313098531672,2,0,0.0,4,6,8,1
5.0,1,5.595047284144811,4,1,0.0,6,9,7,0
-7.713215964319549,0,-0.2783152065996539,-9,0,0.0,-6,-16,7,1
-7.2076811348492456,1,1.4989477377216938,-7,0,0.0,-7,-14,8,1
-7.444420371851836,1,2.2575837497441906,-5,1,0.0,-8,-13,11,1
5.0,0,6.078111048594348,7,1,0.0,2,10,8,1
-7.877498199635277,0,0.25076493256931,-12,0,0.0,-6,-19,9,0
5.0,0,5.3994634261300565,10,0,0.0,5,16,4,1
-6.010641868715583,1,-0.5051477424180266,-3,1,0.0,-7,-9,6,0
-1.1445457505339167,0,-1.3723015999837553,-1,0,,-1,-2,8,1
-7.97766518164941,0,0.507156189057179,-5,1,,-6,-11,8,0
-6.5862047446228,0,-1.4070145134740555,-9,0,0.0,-10,-20,9,1
-7.975670956819893,0,0.6153577870391622,-3,1,2.0,-5,-8,7,1
-0.6225753927632196,1,1.3549144902816816,-5,1,2.0,-1,-7,9,1
6.0,1,7.322766614800826,0,1,0.0,5,5,7,0
-7.745059608681045,0,-0.09858904011473513,-9,1,,-11,-20,8,1
5.0,1,6.453526143399311,10,1,0.0,5,16,7,1
-7.1762202035916784,1,-0.8229830341157545,-10,1,0.0,-10,-20,6,1
5.0,0,6.6333751416754545,7,0,,3,10,10,1
-7.905690350089782,0,0.08031572736222792,-10,0,1.0,-10,-21,10,0
0.5942579059610194,1,-0.9774473725560976,4,1,,2,6,14,0
-2.3841687615151654,1,-2.0162662175557515,-1,0,0.0,2,1,6,0
-6.894936272483691,0,0.8229651834334009,-3,0,,-11,-15,14,1
-1.316551835745459,0,-6.6832842769694505,-9,0,0.0,-7,-17,8,0
5.0,1,5.749075878621096,5,1,0.0,5,11,11,0
6.0,1,7.268879602235013,9,1,,6,14,6,1
0.916572143672788,1,-1.3086956102490146,-5,1,1.0,-2,-7,10,1
-7.079410040784298,1,-0.7779175230158666,-5,1,0.0,-6,-11,11,0
6.0,0,6.446988046347015,2,0,0.0,7,8,8,0
6.0,0,6.333262134620714,5,0,,6,10,7,0
-7.882812801330484,1,-0.03525899809915689,-10,1,0.0,-7,-17,8,1
-7.562986217825385,0,-0.367020348709417,-6,1,0.0,-8,-13,9,1
5.0,1,7.170711904596907,10,0,0.0,3,13,7,1
-6.149058078427797,1,-1.794411006207386,-3,1,0.0,-5,-9,8,0
-0.23897135369393183,0,-2.339842376793076,-1,0,0.0,-2,-2,9,1
-0.41391370840940334,0,2.0711072788556533,3,0,1.0,-2,2,7,1
-5.655973888230264,1,-2.00940721320379,-13,1,0.0,-6,-18,3,0
1.4800537484633698,1,3.2417625103459113,2,1,0.0,-1,0,7,1
0.6337566563851093,1,0.6082590899435905,5,0,,-3,2,11,0
0.4393897357184074,1,0.13073945679637142,4,0,41.0,1,5,8,1
-7.771327155852194,1,-0.08041793335993042,-10,1,,-9,-19,11,1
6.0,0,7.0880841450604235,3,1,0.0,4,8,10,1
0.2407282311885485,0,-0.9740283075553691,-5,0,,2,-3,9,1
-7.416575794625757,1,-0.2159522077969207,-10,0,0.0,-7,-17,12,1
-0.3389001908941558,1,0.8717076148651597,0,0,11.0,-1,-1,7,1
-6.8193118548431,1,0.5950570764057872,-7,0,0.0,-7,-14,8,0
-7.8575326344344525,1,0.4945774168655568,-7,1,0.0,-7,-13,6,1
5.0,1,4.427631341495769,10,0,0.0,3,12,6,0
1.5090648871405676,0,3.9656536922640364,0,1,0.0,0,1,8,1
-7.886211843343923,0,3.840374158468122,-10,1,0.0,-11,-20,11,0
6.0,1,5.917097333532347,6,1,0.0,3,10,10,0
5.0,1,6.34568416919016,1,1,0.0,5,7,9,0
6.0,1,6.058578851853404,6,1,,2,7,10,0
-7.975005791294268,0,2.87308887593284,-8,0,,-6,-14,8,1
5.0,1,6.398024940755343,4,1,,4,8,10,0
-7.948152236415556,0,5.492339309705953,-9,0,0.0,-6,-14,7,1
0.2339139995354364,0,-2.592720334491533,-3,0,0.0,-2,-6,5,1
5.0,0,8.316059899985511,3,0,0.0,2,4,7,0
6.0,1,7.002666349018769,4,1,0.0,7,11,6,1
6.0,0,5.640757174062474,9,0,0.0,2,11,4,1
-7.989069403040056,0,0.009363917049962645,-13,0,0.0,-7,-19,4,0
-5.700762654024221,0,-1.3877482698762158,-5,0,0.0,-8,-14,6,1
6.0,1,5.538325077791437,10,0,0.0,2,12,8,0
-7.949767511622748,1,3.514188690642743,-3,1,0.0,-6,-8,7,1
6.0,1,5.195705156856889,0,0,0.0,5,4,7,0
5.0,0,6.150016398774598,7,1,0.0,2,10,5,1
-7.877289259948185,1,0.40386980854946763,-3,1,1.0,-9,-11,10,1
-1.3524480483088248,1,-2.0666657530079484,1,1,,3,5,11,0
5.0,0,5.640026396877797,1,0,0.0,8,10,9,0
-0.5341007214726234,1,2.4748947173306375,3,1,0.0,0,2,6,0
-0.5736231656655554,0,-1.1708616332318995,5,0,6.0,2,6,8,0
5.0,0,6.042390135954655,10,0,0.0,8,17,8,1
6.0,1,6.628767563523231,5,1,0.0,7,11,9,0
-5.161647121194024,0,1.0745774347344366,-8,0,0.0,-6,-14,10,1
-0.9224772978128893,1,0.6347919226873548,-2,1,8.0,2,0,8,1
-7.280365843157418,1,0.8458232137892567,-3,1,0.0,-5,-7,11,0
6.0,1,5.524949720341778,9,1,0.0,4,13,8,0
1.0220496677020028,1,2.2635664546325285,5,0,1.0,-3,2,11,0
5.0,0,5.98934258784744,9,0,0.0,8,18,4,1
-7.45675013063748,0,1.3296854071177693,-7,1,,-7,-13,10,1
-0.872206922875782,1,-0.29040220017435936,0,1,14.0,0,-1,10,1
0.021788839478730924,1,-0.46868799271344685,-2,1,12.0,0,-3,8,1
0.5735566904250545,0,1.452513936978005,2,0,5.0,0,2,8,0
6.0,0,4.664277322267997,6,1,0.0,2,7,7,0
6.0,1,6.811725444084105,3,1,0.0,8,12,7,1
5.0,0,5.894199013024192,1,0,,6,6,10,0
5.0,1,7.42716985378049,7,1,0.0,3,11,11,1
-0.44102414555517255,0,1.6087317429327348,-1,0,2.0,-3,-5,6,0
-7.98155610785106,0,0.009849940539499613,-5,0,1.0,-6,-10,5,1
-0.8289938857910636,1,-2.698120091260906,-1,0,0.0,-1,-2,8,0
5.0,1,5.535797139898317,3,1,0.0,7,11,10,0
6.0,1,5.921059017065273,8,0,0.0,8,15,6,1
6.0,1,5.883439382484067,8,1,0.0,7,15,7,1
1.4824527407371937,1,-0.7686466801889018,-4,1,10.0,-3,-8,10,1
-7.513022533943385,1,-0.3122436735445522,-11,1,0.0,-5,-15,8,1
-6.183844429929313,1,-0.147090571610776,-10,0,0.0,-9,-19,8,0
0.6328432720268371,0,-3.0988622522678995,1,0,0.0,0,0,7,0
-0.5564257154015951,0,-0.8647523735121629,-1,0,3.0,-3,-5,8,1
5.0,0,7.567648383854541,10,0,0.0,6,17,5,1
-1.2336090664678123,0,-3.135926479495253,-1,1,0.0,-2,-3,4,0
6.0,0,6.567213703568565,9,0,0.0,7,17,8,1
-4.570905021469872,0,-1.6380967920110505,-11,1,0.0,-7,-18,9,1
0.5943090818762191,0,-0.49918588489073734,-1,0,,0,-2,9,1
-7.90137783179784,0,1.9842514350799831,-11,0,0.0,-6,-17,8,0
-7.942976941206838,0,-0.0003814132269690518,-8,0,,-9,-18,5,1
-0.8583782046061393,1,-1.9311109768795025,-5,0,0.0,1,-5,8,1
5.0,1,5.660746652876122,5,1,0.0,2,8,8,0
-7.991072148372733,0,0.6001034428279652,-10,1,0.0,-6,-16,7,0
5.0,0,6.447534273797634,2,0,0.0,2,3,9,0
5.0,0,6.083067854104074,5,0,0.0,5,11,11,1
5.0,0,4.599862248985006,7,0,0.0,3,11,12,1
-7.876454837146003,1,4.779426135886995,-10,1,0.0,-11,-20,7,0
0.3606683096289574,1,1.2747874737862668,0,1,7.0,0,0,4,1
-7.644787261829539,0,2.3405652029881283,-12,0,0.0,-6,-18,9,0
-6.988921085911792,0,4.76420742562188,-10,0,0.0,-6,-16,11,1
0.22199730580231775,1,-1.2261725040068192,-5,0,1.0,3,-1,6,1
-0.025312026461942343,1,2.1361918561428332,5,1,1.0,2,6,9,0
5.0,0,3.9608492335236396,3,0,0.0,3,5,9,0
-7.981929864740321,0,0.8977589165341229,-12,0,0.0,-8,-20,7,1
-7.297191632878731,0,2.644079618412185,-7,0,,-11,-18,7,1
5.0,1,6.310266262742589,2,0,0.0,4,7,6,1
0.8565823941580236,0,-4.719005082690797,5,1,0.0,-2,4,8,0
5.0,0,5.155038776178706,4,0,0.0,4,9,5,0
6.0,1,6.286274689703477,5,1,0.0,5,11,6,0
-7.811887487635777,1,0.15588387118918412,-9,1,,-6,-15,8,0
5.0,1,6.771155916862219,1,1,0.0,8,10,12,0
-7.977321858106057,1,0.22562442358992207,-9,1,0.0,-9,-19,10,0
